url,title,full_text,date_published,views,author
https://tgstat.ru/channel/@proofzzz/32488,,"МИД Франции опроверг, что Эммануэль Макрон звонил Зеленскому во время пресс-конференции.
Оказывается, мелкий прощелыга сымитировал перед журналистами звонок Макрона, чтобы показать свою важность.
Хорошего клоуна вы выбрали президентом, хохлы! Теперь над ним ржет весь мир!
Zлой Пруф","21 Mar, 09:00",255.3k,Zлой Пруф️
https://tgstat.ru/channel/algGOzXN7sRhNGVi/49502,,"⚡️
МИД Франции опровергает, что Эммануэль Макрон звонил Зеленскому во время пресс-конференции.
🤡Зеленский на камеру якобы ответил на звонок от Макрона, который поступил прямо на его личный телефон. МИД Франции понятия не имеет с кем говорил Зеленский и был ли вообще кто-то на проводе.
👉
Подпишись на Наблюдатель
👁","21 Mar, 11:15",208.9k,Наблюдатель👁️
https://tgstat.ru/channel/@slavaded1337/72392,,"МИД Франции опровергает, что Эммануэль Макрон звонил Зеленскому во время пресс-конференции.
Зеленский на камеру якобы ответил на звонок от Макрона, который поступил прямо на его личный телефон. МИД Франции понятия не имеет с кем говорил Зеленский и был ли вообще кто-то на проводе.
Дядя Слава. Подписаться.","21 Mar, 12:59",196.9k,Дядя Слава
https://tgstat.ru/channel/@odessa_typical/54707,,"⚡️МИД Франции опроверг, что Макарон звонил Зеленскому во время его пресс-конференции в Хельсинки. Это какой-то позор!
😂😂😂","21 Mar, 16:20",140k,Типичная Одесса
https://tgstat.ru/channel/@sheyhtamir1974/119990,,"МИД Франции опроверг, что Макарон звонил Зеленскому во время его общения с украинскими журналистами
Президент Франции Эммануэль Макрон и Владимир Зеленский сымитировали телефонный разговор во время пресс-конференции, пытаясь создать впечатление близких отношений, заявил французский политик Флориан Филиппо в соцсети X (бывшая Twitter).
Это как?)))","21 Mar, 16:44",120.7k,Шейх Тамир
https://tgstat.ru/channel/pnE0SPW9msNlZTky/7132,,"❗️МИД Франции опроверг, что Макрон звонил Зеленскому во время пресс-конференции
Зеленский на камеру сделал вид, что якобы ответил на звонок от Макрона, который поступил прямо на его личный телефон и заявил, что президент Франции звонит ему каждый день
В МИД Франции понятия не имеет с кем говорил Зеленский, но мы достали запись разговора
Бля какой он клоун
🦅
СОКОЛ - ПОДПИСАТЬСЯ","21 Mar, 07:59",112.9k,СОКОЛ
https://tgstat.ru/channel/@KpMoldova/105516,,"😎Черт побери, а мы почти поверили.
Ну-у-у, блин, артист!
‼️МИД Франции опровергает, что Эммануэль Макрон звонил Зеленскому во время пресс-конференции.","20 Mar, 19:26",5.4k,KP Moldova
https://tgstat.ru/ru/channel/@zernytsky_navigator/25471,,"Слушайте, а Маск действительно владеет Теслой и создал свой бизнес ?
Вот этот его твит мне кажется говорит об обратном:
«Маркс был капиталистом. Он даже книгу об этом написал..»🤦🏻
Это какой-то трындец вкупе с Трампом….","22 Mar, 21:42",1.1k,🧭 Навигатор Зерницкого
https://tgstat.ru/channel/@rezident_ua/25837,,"Минобороны Украины продолжает рекламную кампанию по контрактной службе,
делая ставку
на молодежь 18–24 лет.
«100–150 тысяч гривен в месяц, а лучше 200» — такую сумму называет девушка в новом видео Минобороны, отвечая на вопрос о том, сколько, по её мнению, должен зарабатывать мужчина. И тут подключается ведущий, который заявляет, что такие деньги вполне можно получать, заключив контракт с ВСУ.
Ранее в ход шли подсчёты, на что можно потратить миллион гривен «подъёмных», которые обещают новобранцам.
После волны критики за рекламу с чизбургерами (В официальном TikTok-аккаунте ведомства появилось видео, в котором утверждается, что за «подъемные» в размере 1 млн гривен по «молодежному контракту» можно купить 15 тысяч чизбургеров), чиновники решили подкупить молодежь «робуксами» — валютой онлайн-игры Roblox — и годами премиум-подписки на Netflix.
Такая подача, особенно в условиях реальной войны, вызывает всё больше вопросов. Как известно, контракт подписывается на год, но обязательное условие – минимум шесть месяцев боевых действий. И для многих ребят это станет билетом в один конец, ведь по всей стране уже идут
похоронки
на вчерашних школьников.
И попадание в украинскую армию — это действительно верная смерть. При том, что
незаконная мобилизация теперь окончательно узаконена властью — Верховный суд постановил: даже после принудительной бусификации мужчин все равно оставят в ВСУ
. В итоге, выхода
у украинцев сейчас всего два: либо скрываться внутри страны, живя на нелегальном положении, либо
пытаться
уехать.
Европейские страны всё ещё не выдают беглецов — и это шанс спасти жизнь.","26 Mar, 22:38",361.3k,Резидент
https://tgstat.ru/channel/@rt_russian/234604,,"Минобороны Украины продолжает использовать сомнительные методы маркетинга, чтобы завлечь молодых людей 18—24 лет в армию.
На рекламе выплату рекрутам пересчитали в годах подписки на Netflix и миллионах робуксов (валюта в компьютерной игре Roblox).
Ранее недовольство у украинцев вызвала
реклама
, в которой пересчитали зарплату на «молодёжном» контракте в чизбургерах.
🟩
Подписаться
|
Прислать новость
|
Читать аналитику","22 Mar, 17:20",229.7k,RT на русском
https://tgstat.ru/channel/19UsJwMmEWM4Y2Ri/61143,,"🇺🇦На Украине заманивают молодежь в ВСУ
подпиской на Netflix
, сообщают СМИ
Минобороны Украины привлекает молодежь на фронт рассказами о том, как можно будет потратить обещанный Зеленским миллион гривен ($24 тысячи) по ""молодежному контракту"", пишет ""Страна. ua"".
Отмечается, что на эти деньги, примеру, можно будет купить подписку на онлайн-кинотеатр Netflix сроком на 185 лет или миллионы единиц внутриигровой валюты в детской компьютерной игре Roblox.
Правдивости - подписаться","22 Mar, 18:18",192.6k,Правдивости
https://tgstat.ru/channel/mfhcUYNSXBtkY2Iy/62857,,"На Украине заманивают молодежь в ВСУ
подпиской на Netflix
, сообщают СМИ
Минобороны Украины привлекает молодежь на фронт рассказами о том, как можно будет потратить обещанный Зеленским миллион гривен ($24 тысячи) по ""молодежному контракту"", пишет ""Страна. ua"".
Отмечается, что на эти деньги, примеру, можно будет купить подписку на онлайн-кинотеатр Netflix сроком на 185 лет или миллионы единиц внутриигровой валюты в детской компьютерной игре Roblox.
◀▶
Путин в Telegram
— Подписаться","22 Mar, 17:50",179k,ПУТИН в Telegram
https://tgstat.ru/channel/@OstashkoNews/173623,,"Минобороны Украины: подпиши контракт — подпишешься на Netflix
МО Незалежной продолжает креативить,
рекламируя контракты для 18–24-летних
.
▪️Новый вариант предлагает молодым рекрутам оценить, сколько можно купить на миллион гривен «подъемных» — например, робуксов (виртуальная валюта в детской игре) или подписку на онлайн-кинотеатр Netflix на
185 лет
.
▪️Ранее ведомство уже отличилось рекламой, где миллион гривен превращался в гигантскую гору
чизбургеров
. Но аудитория не оценила — решили зайти с другой стороны.
❓
Вопрос лишь в том, ободрит ли подписка на сервис, когда придётся смотреть любимые шоу без некоторых конечностей? А что насчет тех, кому уже исполнилось 25, и кому никакая финансовая мотивация не положена? Они-то за что жизнью рискуют? Просто за «перемогу»?
Осташко! Важное
|
подпишись","22 Mar, 19:43",115.1k,Осташко! Важное
https://tgstat.ru/channel/@chp_crimea/59318,,"🤡
На Украине заманивают молодежь в ВСУ подпиской на Netflix,
сообщают СМИ
Минобороны Украины привлекает молодежь на фронт рассказами о том, как можно будет потратить обещанный Зеленским миллион гривен ($24 тысячи) по ""молодежному контракту"", пишет ""Страна. ua"".
Отмечается, что на эти деньги, примеру, можно будет купить подписку на онлайн-кинотеатр Netflix сроком на 185 лет или миллионы единиц внутриигровой валюты в детской компьютерной игре Roblox.","22 Mar, 20:29",113.6k,ЧП / Крым
https://tgstat.ru/channel/@sashakots/52656,,"Украинскую молодежь заманивают на фронт «Нетфликсом»
Минобороны Украины
продолжает
агрессивно заманивать молодежь на фронт рассказами о том, как можно будет потратить обещанный Зеленским миллион гривен по ""молодежному контракту"". Вербовщики утверждают, что на эти деньги можно будет купить подписку на онлайн-кинотеатр Netflix сроком на 185 лет или миллионы единиц внутриигровой валюты в детской компьютерной игре Roblox.
Действительно, чем еще заниматься молодому хлопцу, потерявшему на фронте ноги,  кроме как смотреть фильмы и играть в компьютерные игры? Такое ощущение, что на фронт заманивают школьников. В 18 лет мозгов должно быть уже побольше.
@sashakots","22 Mar, 18:58",104.5k,Kotsnews
https://tgstat.ru/channel/@kotreal/41920,,"Украинец, собравший 1,2 миллиона долларов на дроны для ВСУ, купил особняк в Испании за 1 миллион долларов.
Кот😼Костян","21 Mar, 11:34",165.8k,Кот Костян - официальный канал🇷🇺
https://uk.tgstat.com/channel/@guraanton/49241,,"Ему до Стерненко и Притулы ещё очень далеко
Украинский волонтер собрал миллион на дроны и купил на них виллу.
История стара как мир: волонтер по имени Кирилл Карпенко, глава фонда «Дроны на фронт», за 2023 год собрал на дроны для ВСУ 1.2 миллиона долларов. Пошли ли эти деньги на дроны? Конечно же нет.
Вместо дронов в 2024 в Коста-Дорада (на средиземноморском побережье Испании) был куплен участок на имя Карпенко. Куплен за миллион долларов.
А 200 тыс долларов кому отдал ?
Небось волонтёр был в военной же форме","22 Mar, 20:47",106.1k,Gura Anton
https://tgstat.ru/channel/@borisenkoD/26258,,"Украинец, собравший 1,2 миллиона долларов на дроны для ВСУ, купил особняк в Испании за 1 миллион долларов...Самое интересное, что и у нас такие есть.","21 Mar, 22:05",85.8k,Borisenko Dmitriy
https://tgstat.ru/channel/@talipovonlineV/32546,,"Украинец, собравший 1,2 миллиона долларов на дроны для ВСУ, купил особняк в Испании за 1 миллион долларов.
Кот😼Костян","21 Mar, 11:41",47.2k,ТалипоV 𝐎𝐧𝐥𝐢𝐧𝐞 🅉
https://uk.tgstat.com/channel/@NSDVKharkove/37332,,"Украинский волонтер собрал больше миллиона долларов на дроны и купил себе на них виллу в Испании.
Вот собственно и вся суть патриотизма рагулей - нажиться на войне и свалить куда подальше. А лохи-ВСУшники в окопах пусть как хотят, так и выгребают. Ведь кто им виноват, что повелись на пропаганду укрорейха или не хватило денег откупиться от ТЦК 🐽🇺🇦
✈️
ПОДПИСАТЬСЯ
💬
Наш чат
🤖
Наш бот
📝
Наш Дзен
#ВСУ #волонтерство","23 Mar, 21:40",39.1k,На самом деле в Харькове
https://tgstat.ru/channel/@mash/62478,,"Первые кадры с задержанным мэром Стамбула Экремом Имамоглу, в поддержку которого протестуют жители Турции.
На улицах сейчас все — от студентов до пенсионеров. В Стамбуле, Анкаре, Трабзоне, Измире и других городах толпы людей. Демонстранты всё так же скандируют лозунги: ""ПСР заплатит"", ""Экрем Имамоглу — президент"" и ""Диктатор Эрдоган"".
Тем временем в Стамбуле начался ""кастрюльный бунт"" — люди открывают окна и стучат кастрюлями и сковородками. Так же они делали в 2019 году, когда Эрдоган отменил победу Имамоглу на мэрских выборах.
Ранее правительство заявило, что арест ""законен и не связан с политикой"". Напомним, что подробнее о ситуации писали в
Mash Room
.
❗️
Подписывайся на Mash","19 Mar, 23:07",1.1m,Mash
https://tgstat.ru/channel/@novosti_efir/67657,,"В Турции после протестных акций, сопровождавшихся кричалками
«Кто не скачет, тот Тайип» (видео 1), начался так называемый «кастрюльный бунт» (видео 2).
Жители столицы начали стучать кастрюлями в своих квартирах, выражая протест против недавнего ареста мэра города и
основного соперника Эрдогана
на предстоящих президентских выборах 2027 года — Экрема Имамоглу.
Тем временем в Стамбуле толпы протестуют против Эрдогана (видео 3)
📢
Прямой эфир","19 Mar, 23:07",840.2k,Прямой Эфир • Новости
https://tgstat.ru/channel/@ostorozhno_novosti/34838,,"Масштабные протесты охватили Турцию из-за ареста мэра Стамбула — главного оппонента Эрдогана на предстоящих выборах.
Десятки тысяч демонстрантов заполнили улицы Анкары и Стамбула. В некоторых случаях митингующие устраивают стычки с полицией и прорывают кордоны. В ответ силовики применяют слезоточивый газ и дубинки. Сейчас протестующие заняли улицы в районе мэрии Стамбула и идут маршем к полицейскому управлению Ватан, где содержится задержанный мэр Экрем Имамоглу. Помимо маршей и митингов, жители Стамбула стучат кастрюлями и сковородками из окон своих домов. Точно также они протестовали, когда Эрдоган отменил победу Имамоглу на мэрских выборах 2019 года. Власти уже объявили четырехдневный запрет на массовые мероприятия и ограничили работу X, YouTube, Instagram* и TikTok. На фоне протестов курс турейцой лиры упал больше чем на 10%. Фондовый рынок рухнул вслед за ним на 7%.
Утром Имамоглу задержали дома по обвинениям в коррупции и сотрудничестве с Рабочей партии Курдистана, которая признана террористической в Турции. Это произошло незадолго до праймериз, на которых оппозиционная Республиканская народная партия планировала выдвинуть Имамоглу кандидатом в президент 2028 года. Мэр и другие оппозиционные политики называют дело сфабрикованным и призывают продолжать протесты и добиваться освобождения Имамоглу. Три года назад Имамоглу приговорили к почти трем годам тюрьмы, это спровоцировало масштабные митинги, которые закончились обжалованием приговора и апелляцией. Во время мэрских выборов 2019 года протесты вызвало то, что Эрдоган отменил победу Имамоглу. В итоге его признали мэром, но через 19 дней ЦИК аннулировал результаты, назначил новые выборы, где Имамоглу снова одержал победу.","20 Mar, 00:07",522.8k,"Осторожно, новости"
https://tgstat.ru/channel/@kontext_channel/50307,,"Генконсульство России в Турции призвало россиян избегать мест массового скопления людей в связи с протестами в Стамбуле
Дипмиссия попросила россиян соблюдать осторожность и при необходимости связываться с генконсульством.
Турецкое МВД заявило о задержании 37 человек, которые, по мнению ведомства, на фоне протестов из-за ареста мэра Стамбула Экрема Имамоглу публиковали провокационные посты","20 Mar, 13:43",272.2k,КОНТЕКСТ
https://tgstat.ru/channel/@proofzzz/32450,,"В Турции продолжаются массовые протесты из-за недавнего ареста мэра Стамбула Экрема Имамоглу, которого называют главным политическим оппонентом Эрдогана. Имамоглу предъявлены обвинения в коррупции и терроризме.
А всего-то Эрдоган пообещал Зеленскому помочь с восстановлением экономики. Хотя своя экономика еле дышит. Но принцип «связался с хохлом» никто не отменял.
Zлой Пруф","20 Mar, 10:26",225.3k,Zлой Пруф️
